Transaction_ID,Timestamp,User_ID,Sender_Account,Amount,Origin_IP,Device_ID,Destination_Account,Location
TXN-008958,2026-03-23 10:07:18,USR-103,ACC-010350,"$6,225.35",5.160.0.76,DEV-REL-103F,ACC-918884,"Tehran, IRN"
TXN-008100,2026-03-23 10:07:28,USR-101,ACC-010100,$183.21,10.10.0.160,DEV-BUH-101A,ACC-493049,"Berlin, Germany"
TXN-008047,2026-03-23 10:07:37,USR-048,ACC-004800,$26.72,192.168.3.155,DEV-YGI-048A,ACC-308802,"Paris, France"
TXN-008653,2026-03-23 10:07:39,USR-054,ACC-005400,$76.10,10.10.0.47,DEV-IXC-054A,ACC-258157,"Berlin, Germany"
TXN-008584,2026-03-23 10:07:42,USR-135,ACC-013500,$106.56,10.10.0.147,DEV-NIC-135A,ACC-811163,"Berlin, Germany"
TXN-008953,2026-03-23 10:07:46,USR-053,ACC-005350,"$2,992.17",175.45.176.59,DEV-MGL-053F,ACC-953429,"Pyongyang, PRK"
TXN-008505,2026-03-23 10:07:55,USR-056,ACC-005600,$362.31,192.168.1.196,DEV-TJA-056A,ACC-468845,"New York, USA"
TXN-008309,2026-03-23 10:08:03,USR-010,ACC-001000,$235.54,10.20.0.214,DEV-QDD-010A,ACC-881177,"Tokyo, Japan"
TXN-008542,2026-03-23 10:08:12,USR-093,ACC-009300,$114.58,10.20.0.29,DEV-UGA-093A,ACC-861319,"Tokyo, Japan"
TXN-008392,2026-03-23 10:08:27,USR-093,ACC-009300,$73.26,10.20.0.83,DEV-UGA-093A,ACC-861319,"Tokyo, Japan"
TXN-008832,2026-03-23 10:08:39,USR-083,ACC-008300,$206.92,172.20.0.50,DEV-SYN-083A,ACC-617781,"Singapore, SG"
TXN-008477,2026-03-23 10:08:40,USR-028,ACC-002800,$27.82,172.16.0.189,DEV-BWK-028A,ACC-697347,"Toronto, Canada"
TXN-008500,2026-03-23 10:08:41,USR-051,ACC-005100,$158.06,192.168.1.248,DEV-XDD-051A,ACC-587213,"New York, USA"
TXN-008426,2026-03-23 10:08:45,USR-127,ACC-012700,$105.87,10.10.0.88,DEV-DXB-127A,ACC-189511,"Berlin, Germany"
TXN-008084,2026-03-23 10:09:00,USR-085,ACC-008500,$186.01,10.10.0.197,DEV-TEN-085A,ACC-563711,"Berlin, Germany"
TXN-008087,2026-03-23 10:09:09,USR-088,ACC-008800,$249.05,10.20.0.175,DEV-VAW-088A,ACC-584417,"Tokyo, Japan"
TXN-008642,2026-03-23 10:09:14,USR-043,ACC-004300,$110.19,192.168.3.115,DEV-ZDX-043A,ACC-299312,"Paris, France"
TXN-008289,2026-03-23 10:09:20,USR-140,ACC-014000,$282.86,10.20.0.224,DEV-GPN-140A,ACC-514991,"Tokyo, Japan"
TXN-008730,2026-03-23 10:09:28,USR-131,ACC-013100,$138.36,192.168.1.69,DEV-RSA-131A,ACC-386544,"New York, USA"
TXN-008051,2026-03-23 10:09:35,USR-052,ACC-005200,$127.69,172.20.0.114,DEV-SNV-052A,ACC-674485,"Singapore, SG"
TXN-008844,2026-03-23 10:09:47,USR-095,ACC-009500,$378.65,192.168.2.200,DEV-GJW-095A,ACC-530728,"Sydney, Australia"
TXN-008540,2026-03-23 10:09:50,USR-091,ACC-009100,$138.67,10.0.0.101,DEV-EYH-091A,ACC-839677,"London, UK"
TXN-008879,2026-03-23 10:09:51,USR-130,ACC-013000,$57.84,172.20.0.52,DEV-CVJ-130A,ACC-899649,"Singapore, SG"
TXN-008060,2026-03-23 10:09:57,USR-061,ACC-006100,$71.37,192.168.3.244,DEV-BYB-061A,ACC-132537,"Paris, France"
TXN-008769,2026-03-23 10:10:08,USR-020,ACC-002000,$123.84,192.168.1.59,DEV-XWB-020A,ACC-349565,"New York, USA"
TXN-008751,2026-03-23 10:10:14,USR-002,ACC-000200,$28.90,192.168.1.235,DEV-FNA-002A,ACC-308496,"New York, USA"
TXN-008312,2026-03-23 10:10:20,USR-013,ACC-001300,$309.26,10.0.0.165,DEV-NGQ-013A,ACC-216970,"London, UK"
TXN-008245,2026-03-23 10:10:31,USR-096,ACC-009600,$190.37,10.20.0.121,DEV-RVZ-096A,ACC-619389,"Tokyo, Japan"
TXN-008327,2026-03-23 10:10:36,USR-028,ACC-002800,$47.90,172.16.0.138,DEV-BWK-028A,ACC-697347,"Toronto, Canada"
TXN-008037,2026-03-23 10:10:40,USR-038,ACC-003800,$250.79,172.16.0.209,DEV-GEU-038A,ACC-285652,"Toronto, Canada"
TXN-008727,2026-03-23 10:10:49,USR-128,ACC-012800,$120.39,172.16.0.227,DEV-POI-128A,ACC-228168,"Toronto, Canada"
TXN-008339,2026-03-23 10:10:54,USR-040,ACC-004000,$274.13,192.168.1.15,DEV-FVL-040A,ACC-420015,"New York, USA"
TXN-008724,2026-03-23 10:11:07,USR-125,ACC-012500,$241.29,10.20.0.102,DEV-NLP-125A,ACC-203996,"Tokyo, Japan"
TXN-008997,2026-03-23 10:11:08,USR-063,ACC-006350,"$6,424.71",41.58.100.99,DEV-OXJ-063F,ACC-910986,"Moscow, RUS"
TXN-008893,2026-03-23 10:11:19,USR-144,ACC-014400,$84.20,192.168.3.93,DEV-BLH-144A,ACC-388016,"Paris, France"
TXN-008441,2026-03-23 10:11:24,USR-142,ACC-014200,$92.82,172.16.0.205,DEV-DFP-142A,ACC-897143,"Toronto, Canada"
TXN-008949,2026-03-23 10:11:39,USR-150,ACC-015050,"$2,152.99",5.160.0.50,DEV-RDS-150F,ACC-666000,"Tehran, IRN"
TXN-008545,2026-03-23 10:11:46,USR-096,ACC-009600,$190.47,10.20.0.240,DEV-RVZ-096A,ACC-619389,"Tokyo, Japan"
TXN-008957,2026-03-23 10:12:01,USR-031,ACC-003150,"$4,171.30",5.160.0.122,DEV-JEV-031F,ACC-TERROR1,"Tehran, IRN"
TXN-008221,2026-03-23 10:12:15,USR-072,ACC-007200,$188.08,192.168.3.57,DEV-HGD-072A,ACC-301939,"Paris, France"
TXN-008261,2026-03-23 10:12:16,USR-112,ACC-011200,$109.13,10.0.0.18,DEV-RRP-112A,ACC-769567,"London, UK"
TXN-008527,2026-03-23 10:12:25,USR-078,ACC-007800,$134.82,192.168.2.145,DEV-JXH-078A,ACC-717113,"Sydney, Australia"
TXN-008089,2026-03-23 10:12:30,USR-090,ACC-009000,$249.32,192.168.2.47,DEV-IAK-090A,ACC-335615,"Sydney, Australia"
TXN-008617,2026-03-23 10:12:34,USR-018,ACC-001800,$270.59,192.168.2.105,DEV-TRS-018A,ACC-518373,"Sydney, Australia"
TXN-008524,2026-03-23 10:12:37,USR-075,ACC-007500,$119.80,172.16.0.95,DEV-TCA-075A,ACC-398151,"Toronto, Canada"
TXN-008752,2026-03-23 10:12:43,USR-003,ACC-000300,$238.00,172.20.0.160,DEV-VAU-003A,ACC-832052,"Singapore, SG"
TXN-008214,2026-03-23 10:12:58,USR-065,ACC-006500,$146.97,192.168.1.245,DEV-LJN-065A,ACC-457806,"New York, USA"
TXN-008485,2026-03-23 10:13:05,USR-036,ACC-003600,$256.65,172.16.0.174,DEV-VPD-036A,ACC-233636,"Toronto, Canada"
TXN-008733,2026-03-23 10:13:16,USR-134,ACC-013400,$58.09,192.168.1.194,DEV-TBC-134A,ACC-564637,"New York, USA"
TXN-008880,2026-03-23 10:13:19,USR-131,ACC-013100,$253.68,192.168.1.250,DEV-RSA-131A,ACC-386544,"New York, USA"
TXN-008508,2026-03-23 10:13:21,USR-059,ACC-005900,$40.96,192.168.1.1,DEV-LWE-059A,ACC-372793,"New York, USA"
TXN-008959,2026-03-23 10:13:33,USR-079,ACC-007950,"$13,780.20",178.172.0.12,DEV-GOE-079F,ACC-666000,"Pyongyang, PRK"
TXN-008641,2026-03-23 10:13:40,USR-042,ACC-004200,$190.40,192.168.3.55,DEV-CZE-042A,ACC-378361,"Paris, France"
TXN-008762,2026-03-23 10:13:49,USR-013,ACC-001300,$235.82,10.0.0.175,DEV-NGQ-013A,ACC-216970,"London, UK"
TXN-008782,2026-03-23 10:14:00,USR-033,ACC-003300,$89.95,172.16.0.236,DEV-XTE-033A,ACC-395442,"Toronto, Canada"
TXN-008099,2026-03-23 10:14:10,USR-100,ACC-010000,$326.76,10.10.0.149,DEV-TLC-100A,ACC-764532,"Berlin, Germany"
TXN-008513,2026-03-23 10:14:24,USR-064,ACC-006400,$24.04,192.168.2.171,DEV-RQC-064A,ACC-416232,"Sydney, Australia"
TXN-008378,2026-03-23 10:14:35,USR-079,ACC-007900,$260.74,10.0.0.200,DEV-FFR-079A,ACC-264686,"London, UK"
TXN-008729,2026-03-23 10:14:46,USR-130,ACC-013000,$63.19,172.20.0.120,DEV-CVJ-130A,ACC-899649,"Singapore, SG"
TXN-008108,2026-03-23 10:14:50,USR-109,ACC-010900,$109.58,10.10.0.207,DEV-KFU-109A,ACC-483629,"Berlin, Germany"
TXN-008464,2026-03-23 10:14:57,USR-015,ACC-001500,$66.20,172.16.0.195,DEV-EYX-015A,ACC-100599,"Toronto, Canada"
TXN-008192,2026-03-23 10:15:01,USR-043,ACC-004300,$116.76,192.168.3.166,DEV-ZDX-043A,ACC-299312,"Paris, France"
TXN-008944,2026-03-23 10:15:11,USR-021,ACC-002150,"$3,991.37",41.58.100.85,DEV-LLM-021F,ACC-TERROR1,"Lagos, NGA"
TXN-008481,2026-03-23 10:15:14,USR-032,ACC-003200,$249.69,10.10.0.146,DEV-ZRA-032A,ACC-681542,"Berlin, Germany"
TXN-008395,2026-03-23 10:15:21,USR-096,ACC-009600,$188.14,10.20.0.75,DEV-RVZ-096A,ACC-619389,"Tokyo, Japan"
TXN-008868,2026-03-23 10:15:26,USR-119,ACC-011900,$45.23,192.168.2.6,DEV-TFF-119A,ACC-344316,"Sydney, Australia"
TXN-008383,2026-03-23 10:15:41,USR-084,ACC-008400,$126.13,192.168.3.71,DEV-AFR-084A,ACC-703139,"Paris, France"
TXN-008343,2026-03-23 10:15:51,USR-044,ACC-004400,$170.14,192.168.2.236,DEV-BRI-044A,ACC-429164,"Sydney, Australia"
TXN-008939,2026-03-23 10:15:57,USR-137,ACC-013750,$555.95,178.172.0.12,DEV-FOR-137F,ACC-TERROR1,"Moscow, RUS"
TXN-008334,2026-03-23 10:16:05,USR-035,ACC-003500,$173.20,172.16.0.104,DEV-GTO-035A,ACC-548462,"Toronto, Canada"
TXN-008104,2026-03-23 10:16:14,USR-105,ACC-010500,$38.13,172.20.0.54,DEV-JJH-105A,ACC-833247,"Singapore, SG"
TXN-008112,2026-03-23 10:16:17,USR-113,ACC-011300,$124.53,192.168.1.221,DEV-YIP-113A,ACC-779112,"New York, USA"
TXN-008945,2026-03-23 10:16:21,USR-143,ACC-014350,"$4,346.53",178.172.0.193,DEV-QZI-143F,ACC-901153,"Minsk, BLR"
TXN-008965,2026-03-23 10:16:32,USR-129,ACC-012950,"$9,149.74",175.45.176.82,DEV-CNE-129F,ACC-943036,"Pyongyang, PRK"
TXN-008454,2026-03-23 10:16:35,USR-005,ACC-000500,$45.21,10.20.0.109,DEV-HQX-005A,ACC-479201,"Tokyo, Japan"
TXN-008331,2026-03-23 10:16:45,USR-032,ACC-003200,$124.11,10.10.0.50,DEV-ZRA-032A,ACC-681542,"Berlin, Germany"
TXN-008531,2026-03-23 10:16:54,USR-082,ACC-008200,$341.98,10.10.0.23,DEV-BEH-082A,ACC-885339,"Berlin, Germany"
TXN-008597,2026-03-23 10:17:05,USR-148,ACC-014800,$63.86,172.16.0.139,DEV-XKU-148A,ACC-811875,"Toronto, Canada"
TXN-008704,2026-03-23 10:17:18,USR-105,ACC-010500,$33.04,172.20.0.19,DEV-JJH-105A,ACC-833247,"Singapore, SG"
TXN-008270,2026-03-23 10:17:22,USR-121,ACC-012100,$177.74,192.168.3.225,DEV-GIE-121A,ACC-154944,"Paris, France"
TXN-008601,2026-03-23 10:17:36,USR-002,ACC-000200,$17.12,192.168.1.136,DEV-FNA-002A,ACC-308496,"New York, USA"
TXN-008044,2026-03-23 10:17:39,USR-045,ACC-004500,$304.66,10.10.0.128,DEV-ISO-045A,ACC-301158,"Berlin, Germany"
TXN-008940,2026-03-23 10:17:44,USR-017,ACC-001750,"$3,004.75",41.58.100.99,DEV-ENP-017F,ACC-MULE001,"Pyongyang, PRK"
TXN-008335,2026-03-23 10:17:56,USR-036,ACC-003600,$184.00,172.16.0.254,DEV-VPD-036A,ACC-233636,"Toronto, Canada"
TXN-008516,2026-03-23 10:18:08,USR-067,ACC-006700,$139.53,172.20.0.24,DEV-VPI-067A,ACC-357420,"Singapore, SG"
TXN-008430,2026-03-23 10:18:23,USR-131,ACC-013100,$108.06,192.168.1.12,DEV-RSA-131A,ACC-386544,"New York, USA"
TXN-008772,2026-03-23 10:18:32,USR-023,ACC-002300,$72.81,172.20.0.155,DEV-EMW-023A,ACC-179046,"Singapore, SG"
TXN-008595,2026-03-23 10:18:47,USR-146,ACC-014600,$179.85,192.168.1.140,DEV-VQI-146A,ACC-598733,"New York, USA"
TXN-008287,2026-03-23 10:18:50,USR-138,ACC-013800,$23.81,192.168.3.186,DEV-WBA-138A,ACC-181644,"Paris, France"
TXN-008661,2026-03-23 10:18:57,USR-062,ACC-006200,$109.71,172.16.0.243,DEV-MCY-062A,ACC-587623,"Toronto, Canada"
TXN-008411,2026-03-23 10:19:12,USR-112,ACC-011200,$177.05,10.0.0.208,DEV-RRP-112A,ACC-769567,"London, UK"
TXN-008228,2026-03-23 10:19:25,USR-079,ACC-007900,$391.80,10.0.0.21,DEV-FFR-079A,ACC-264686,"London, UK"
TXN-008486,2026-03-23 10:19:28,USR-037,ACC-003700,$172.69,192.168.1.193,DEV-FGC-037A,ACC-687080,"New York, USA"
TXN-008067,2026-03-23 10:19:39,USR-068,ACC-006800,$234.21,192.168.2.234,DEV-ORI-068A,ACC-618317,"Sydney, Australia"
TXN-008501,2026-03-23 10:19:54,USR-052,ACC-005200,$253.76,172.20.0.127,DEV-SNV-052A,ACC-674485,"Singapore, SG"
TXN-008154,2026-03-23 10:20:04,USR-005,ACC-000500,$54.54,10.20.0.186,DEV-HQX-005A,ACC-479201,"Tokyo, Japan"
TXN-008451,2026-03-23 10:20:19,USR-002,ACC-000200,$20.93,192.168.1.30,DEV-FNA-002A,ACC-308496,"New York, USA"
TXN-008883,2026-03-23 10:20:22,USR-134,ACC-013400,$89.64,192.168.1.177,DEV-TBC-134A,ACC-564637,"New York, USA"
TXN-008300,2026-03-23 10:20:28,USR-001,ACC-000100,$21.83,10.0.0.93,DEV-HFT-001A,ACC-809570,"London, UK"
TXN-008238,2026-03-23 10:20:30,USR-089,ACC-008900,$186.68,172.20.0.15,DEV-TFO-089A,ACC-402020,"Singapore, SG"
TXN-008039,2026-03-23 10:20:39,USR-040,ACC-004000,$204.71,192.168.1.221,DEV-FVL-040A,ACC-420015,"New York, USA"
TXN-008156,2026-03-23 10:20:48,USR-007,ACC-000700,$128.76,192.168.3.185,DEV-RSR-007A,ACC-174870,"Paris, France"
TXN-008146,2026-03-23 10:21:00,USR-147,ACC-014700,$411.07,192.168.3.36,DEV-CQB-147A,ACC-841995,"Paris, France"
TXN-008923,2026-03-23 10:21:02,USR-038,ACC-003850,"$7,118.80",185.15.55.226,DEV-WAT-038F,ACC-SANC002,"Moscow, RUS"
TXN-008130,2026-03-23 10:21:05,USR-131,ACC-013100,$149.70,192.168.1.3,DEV-RSA-131A,ACC-386544,"New York, USA"
TXN-008375,2026-03-23 10:21:11,USR-076,ACC-007600,$53.47,192.168.1.142,DEV-WCB-076A,ACC-615633,"New York, USA"
TXN-008865,2026-03-23 10:21:25,USR-116,ACC-011600,$221.80,10.0.0.164,DEV-QYH-116A,ACC-823811,"London, UK"
TXN-008935,2026-03-23 10:21:40,USR-146,ACC-014650,"$3,721.53",5.160.0.250,DEV-NYL-146F,ACC-972368,"Tehran, IRN"
TXN-008425,2026-03-23 10:21:43,USR-126,ACC-012600,$86.51,192.168.2.241,DEV-XKV-126A,ACC-518098,"Sydney, Australia"
TXN-008663,2026-03-23 10:21:55,USR-064,ACC-006400,$35.29,192.168.2.215,DEV-RQC-064A,ACC-416232,"Sydney, Australia"
TXN-008284,2026-03-23 10:21:56,USR-135,ACC-013500,$50.96,10.10.0.63,DEV-NIC-135A,ACC-811163,"Berlin, Germany"
TXN-008076,2026-03-23 10:22:09,USR-077,ACC-007700,$333.95,172.16.0.183,DEV-YCG-077A,ACC-685181,"Toronto, Canada"
TXN-008001,2026-03-23 10:22:15,USR-002,ACC-000200,$25.93,192.168.1.102,DEV-FNA-002A,ACC-308496,"New York, USA"
TXN-008462,2026-03-23 10:22:30,USR-013,ACC-001300,$249.83,10.0.0.107,DEV-NGQ-013A,ACC-216970,"London, UK"
TXN-008448,2026-03-23 10:22:37,USR-149,ACC-014900,$147.55,10.0.0.181,DEV-OKG-149A,ACC-788457,"London, UK"
TXN-008303,2026-03-23 10:22:44,USR-004,ACC-000400,$61.34,192.168.3.82,DEV-JJI-004A,ACC-377370,"Paris, France"
TXN-008709,2026-03-23 10:22:49,USR-110,ACC-011000,$231.22,10.10.0.253,DEV-YZH-110A,ACC-455168,"Berlin, Germany"
TXN-008942,2026-03-23 10:22:57,USR-049,ACC-004950,"$3,588.19",178.172.0.82,DEV-MGR-049F,ACC-924100,"Minsk, BLR"
TXN-008072,2026-03-23 10:23:09,USR-073,ACC-007300,$70.10,172.16.0.231,DEV-THP-073A,ACC-897135,"Toronto, Canada"
TXN-008666,2026-03-23 10:23:24,USR-067,ACC-006700,$212.32,172.20.0.8,DEV-VPI-067A,ACC-357420,"Singapore, SG"
TXN-008304,2026-03-23 10:23:38,USR-005,ACC-000500,$36.62,10.20.0.106,DEV-HQX-005A,ACC-479201,"Tokyo, Japan"
TXN-008512,2026-03-23 10:23:53,USR-063,ACC-006300,$141.08,10.0.0.93,DEV-EIP-063A,ACC-427110,"London, UK"
TXN-008114,2026-03-23 10:24:04,USR-115,ACC-011500,$216.91,10.20.0.34,DEV-RTY-115A,ACC-539486,"Tokyo, Japan"
TXN-008115,2026-03-23 10:24:19,USR-116,ACC-011600,$257.23,10.0.0.28,DEV-QYH-116A,ACC-823811,"London, UK"
TXN-008805,2026-03-23 10:24:31,USR-056,ACC-005600,$275.85,192.168.1.153,DEV-TJA-056A,ACC-468845,"New York, USA"
TXN-008615,2026-03-23 10:24:36,USR-016,ACC-001600,$340.51,192.168.3.150,DEV-VHB-016A,ACC-694916,"Paris, France"
TXN-008302,2026-03-23 10:24:39,USR-003,ACC-000300,$241.01,172.20.0.185,DEV-VAU-003A,ACC-832052,"Singapore, SG"
TXN-008748,2026-03-23 10:24:52,USR-149,ACC-014900,$158.45,10.0.0.235,DEV-OKG-149A,ACC-788457,"London, UK"
TXN-008295,2026-03-23 10:24:56,USR-146,ACC-014600,$181.96,192.168.1.194,DEV-VQI-146A,ACC-598733,"New York, USA"
TXN-008558,2026-03-23 10:24:58,USR-109,ACC-010900,$92.17,10.10.0.151,DEV-KFU-109A,ACC-483629,"Berlin, Germany"
TXN-008288,2026-03-23 10:25:01,USR-139,ACC-013900,$55.74,10.20.0.97,DEV-KZE-139A,ACC-748151,"Tokyo, Japan"
TXN-008691,2026-03-23 10:25:04,USR-092,ACC-009200,$106.62,192.168.2.145,DEV-DEP-092A,ACC-882544,"Sydney, Australia"
TXN-008155,2026-03-23 10:25:05,USR-006,ACC-000600,$259.38,192.168.2.68,DEV-ZWW-006A,ACC-498591,"Sydney, Australia"
TXN-008969,2026-03-23 10:25:18,USR-074,ACC-007450,"$4,219.99",185.15.55.2,DEV-HZO-074F,ACC-FRAUD99,"Pyongyang, PRK"
TXN-008986,2026-03-23 10:25:28,USR-078,ACC-007850,"$7,991.86",178.172.0.12,DEV-ZHQ-078F,ACC-FRAUD99,"Minsk, BLR"
