Transaction_ID,Timestamp,User_ID,Sender_Account,Amount,Origin_IP,Device_ID,Destination_Account,Location
TXN-001846,2025-12-26 03:11:34,USR-003,ACC-000300,$249.63,172.20.0.37,DEV-VAU-003A,ACC-832052,"Singapore, SG"
TXN-001343,2025-12-26 04:16:33,USR-031,ACC-003100,$87.81,192.168.2.71,DEV-DJB-031A,ACC-356150,"Sydney, Australia"
TXN-001648,2025-12-26 05:16:56,USR-072,ACC-007200,$107.81,192.168.3.213,DEV-HGD-072A,ACC-301939,"Paris, France"
TXN-002340,2025-12-26 06:05:30,USR-021,ACC-002100,$52.14,172.20.0.238,DEV-MKC-021A,ACC-790993,"Singapore, SG"
TXN-001392,2025-12-26 06:10:43,USR-138,ACC-013800,$20.45,192.168.3.217,DEV-WBA-138A,ACC-181644,"Paris, France"
TXN-001783,2025-12-26 07:21:09,USR-119,ACC-011900,$36.51,192.168.2.198,DEV-TFF-119A,ACC-344316,"Sydney, Australia"
TXN-002108,2025-12-26 13:03:08,USR-117,ACC-011700,$72.04,192.168.3.40,DEV-ROZ-117A,ACC-476096,"Paris, France"
TXN-001238,2025-12-26 14:13:46,USR-116,ACC-011600,$191.57,10.0.0.193,DEV-QYH-116A,ACC-823811,"London, UK"
TXN-001449,2025-12-26 14:34:07,USR-069,ACC-006900,$70.59,10.10.0.169,DEV-WSH-069A,ACC-110644,"Berlin, Germany"
TXN-001026,2025-12-26 15:58:18,USR-059,ACC-005900,$68.48,192.168.1.146,DEV-LWE-059A,ACC-372793,"New York, USA"
TXN-002404,2025-12-26 17:12:32,USR-016,ACC-001600,$144.34,192.168.3.102,DEV-VHB-016A,ACC-694916,"Paris, France"
TXN-002265,2025-12-26 18:24:30,USR-089,ACC-008900,$293.79,172.20.0.93,DEV-TFO-089A,ACC-402020,"Singapore, SG"
TXN-001543,2025-12-26 19:06:42,USR-124,ACC-012400,$57.21,172.20.0.170,DEV-CPB-124A,ACC-388375,"Singapore, SG"
TXN-001108,2025-12-26 19:13:54,USR-010,ACC-001000,$130.51,10.20.0.147,DEV-QDD-010A,ACC-881177,"Tokyo, Japan"
TXN-001042,2025-12-26 20:18:57,USR-078,ACC-007800,$292.71,192.168.2.153,DEV-JXH-078A,ACC-717113,"Sydney, Australia"
TXN-002520,2025-12-26 20:33:21,USR-022,ACC-002200,$317.50,192.168.1.229,DEV-ZCK-022A,ACC-455784,"New York, USA"
TXN-002445,2025-12-26 23:35:46,USR-060,ACC-006000,$61.26,10.20.0.77,DEV-YKV-060A,ACC-593152,"Tokyo, Japan"
TXN-001514,2025-12-27 00:13:29,USR-086,ACC-008600,$187.15,172.20.0.70,DEV-MKI-086A,ACC-209680,"Singapore, SG"
TXN-001724,2025-12-27 00:15:22,USR-081,ACC-008100,$274.52,192.168.2.125,DEV-UQR-081A,ACC-307428,"Sydney, Australia"
TXN-001138,2025-12-27 00:18:56,USR-009,ACC-000900,$201.87,192.168.2.87,DEV-UKB-009A,ACC-694731,"Sydney, Australia"
TXN-002764,2025-12-27 01:10:03,USR-146,ACC-014600,$109.18,192.168.1.39,DEV-VQI-146A,ACC-598733,"New York, USA"
TXN-002157,2025-12-27 02:01:16,USR-134,ACC-013400,$26.24,192.168.1.30,DEV-TBC-134A,ACC-564637,"New York, USA"
TXN-001112,2025-12-27 02:09:48,USR-010,ACC-001000,$320.59,10.20.0.69,DEV-QDD-010A,ACC-881177,"Tokyo, Japan"
TXN-002081,2025-12-27 03:12:07,USR-143,ACC-014300,$158.19,172.20.0.86,DEV-OPR-143A,ACC-691912,"Singapore, SG"
TXN-002811,2025-12-27 03:12:15,USR-037,ACC-003700,$286.40,192.168.1.243,DEV-FGC-037A,ACC-687080,"New York, USA"
TXN-002135,2025-12-27 05:04:26,USR-076,ACC-007600,$116.51,192.168.1.74,DEV-WCB-076A,ACC-615633,"New York, USA"
TXN-002619,2025-12-27 05:05:16,USR-099,ACC-009900,$335.27,10.20.0.242,DEV-QXM-099A,ACC-667296,"Tokyo, Japan"
TXN-002431,2025-12-27 05:12:36,USR-065,ACC-006500,$65.01,192.168.1.53,DEV-LJN-065A,ACC-457806,"New York, USA"
TXN-002789,2025-12-27 06:15:27,USR-012,ACC-001200,$156.35,10.20.0.74,DEV-KPM-012A,ACC-363626,"Tokyo, Japan"
TXN-002774,2025-12-27 07:14:12,USR-088,ACC-008800,$385.08,10.20.0.199,DEV-VAW-088A,ACC-584417,"Tokyo, Japan"
TXN-001221,2025-12-27 07:20:36,USR-073,ACC-007300,$117.04,172.16.0.188,DEV-THP-073A,ACC-897135,"Toronto, Canada"
TXN-001410,2025-12-27 08:37:29,USR-108,ACC-010800,$97.70,172.16.0.127,DEV-XQI-108A,ACC-562236,"Toronto, Canada"
TXN-001246,2025-12-27 09:14:38,USR-058,ACC-005800,$173.84,192.168.3.45,DEV-USV-058A,ACC-233827,"Paris, France"
TXN-001073,2025-12-27 09:34:40,USR-070,ACC-007000,$81.04,10.20.0.137,DEV-TRQ-070A,ACC-614663,"Tokyo, Japan"
TXN-001614,2025-12-27 09:49:41,USR-109,ACC-010900,$122.25,10.10.0.67,DEV-KFU-109A,ACC-483629,"Berlin, Germany"
TXN-002071,2025-12-27 09:52:11,USR-041,ACC-004100,$126.08,192.168.2.160,DEV-HBU-041A,ACC-468203,"Sydney, Australia"
TXN-001906,2025-12-27 11:22:57,USR-017,ACC-001700,$117.89,10.0.0.119,DEV-NDR-017A,ACC-676510,"London, UK"
TXN-001335,2025-12-27 12:24:35,USR-053,ACC-005300,$128.43,172.20.0.78,DEV-GQT-053A,ACC-646622,"Singapore, SG"
TXN-002679,2025-12-27 15:00:19,USR-055,ACC-005500,$153.24,10.0.0.46,DEV-IMB-055A,ACC-540552,"London, UK"
TXN-001964,2025-12-27 15:16:48,USR-040,ACC-004000,$380.35,192.168.1.58,DEV-FVL-040A,ACC-420015,"New York, USA"
TXN-002655,2025-12-27 15:55:18,USR-020,ACC-002000,$46.98,192.168.1.198,DEV-XWB-020A,ACC-349565,"New York, USA"
TXN-001652,2025-12-27 16:10:15,USR-072,ACC-007200,$257.43,192.168.3.244,DEV-HGD-072A,ACC-301939,"Paris, France"
TXN-001877,2025-12-27 18:49:10,USR-106,ACC-010600,$22.04,10.10.0.240,DEV-WUZ-106A,ACC-735863,"Berlin, Germany"
TXN-001691,2025-12-27 19:27:37,USR-111,ACC-011100,$130.41,192.168.2.225,DEV-SZZ-111A,ACC-684384,"Sydney, Australia"
TXN-001913,2025-12-27 19:59:13,USR-017,ACC-001700,$174.45,10.0.0.137,DEV-NDR-017A,ACC-676510,"London, UK"
TXN-002618,2025-12-27 20:17:05,USR-099,ACC-009900,$298.73,10.20.0.75,DEV-QXM-099A,ACC-667296,"Tokyo, Japan"
TXN-002322,2025-12-27 20:36:54,USR-136,ACC-013600,$127.82,192.168.1.189,DEV-ZBF-136A,ACC-321494,"New York, USA"
TXN-002438,2025-12-27 21:34:30,USR-065,ACC-006500,$179.99,192.168.1.133,DEV-LJN-065A,ACC-457806,"New York, USA"
TXN-001965,2025-12-27 23:26:08,USR-040,ACC-004000,$191.02,192.168.1.108,DEV-FVL-040A,ACC-420015,"New York, USA"
TXN-001749,2025-12-27 23:37:58,USR-098,ACC-009800,$65.48,172.16.0.92,DEV-UGQ-098A,ACC-516791,"Toronto, Canada"
TXN-002171,2025-12-28 01:16:46,USR-148,ACC-014800,$171.11,172.16.0.208,DEV-XKU-148A,ACC-811875,"Toronto, Canada"
TXN-002474,2025-12-28 01:45:45,USR-046,ACC-004600,$116.35,172.16.0.243,DEV-HOA-046A,ACC-400850,"Toronto, Canada"
TXN-001355,2025-12-28 03:30:50,USR-014,ACC-001400,$218.46,10.10.0.136,DEV-TNC-014A,ACC-755674,"Berlin, Germany"
TXN-001585,2025-12-28 06:00:09,USR-025,ACC-002500,$230.97,192.168.2.110,DEV-XEA-025A,ACC-509386,"Sydney, Australia"
TXN-002511,2025-12-28 08:37:15,USR-022,ACC-002200,$189.20,192.168.1.98,DEV-ZCK-022A,ACC-455784,"New York, USA"
TXN-002621,2025-12-28 10:03:00,USR-001,ACC-000100,$31.61,10.0.0.64,DEV-HFT-001A,ACC-809570,"London, UK"
TXN-001960,2025-12-28 10:50:56,USR-007,ACC-000700,$170.22,192.168.3.83,DEV-RSR-007A,ACC-174870,"Paris, France"
TXN-001607,2025-12-28 11:25:52,USR-052,ACC-005200,$153.12,172.20.0.61,DEV-SNV-052A,ACC-674485,"Singapore, SG"
TXN-002174,2025-12-28 12:08:11,USR-123,ACC-012300,$165.72,10.10.0.13,DEV-ZBM-123A,ACC-521126,"Berlin, Germany"
TXN-001190,2025-12-28 12:13:57,USR-027,ACC-002700,$346.40,192.168.1.46,DEV-BPN-027A,ACC-656926,"New York, USA"
TXN-002379,2025-12-28 12:29:18,USR-024,ACC-002400,$305.48,192.168.1.199,DEV-OAC-024A,ACC-890170,"New York, USA"
TXN-001436,2025-12-28 13:09:18,USR-145,ACC-014500,$204.62,172.20.0.128,DEV-BVB-145A,ACC-194682,"Singapore, SG"
TXN-001003,2025-12-28 13:47:44,USR-149,ACC-014900,$45.04,10.0.0.144,DEV-OKG-149A,ACC-788457,"London, UK"
TXN-001186,2025-12-28 15:53:36,USR-027,ACC-002700,$269.31,192.168.1.73,DEV-BPN-027A,ACC-656926,"New York, USA"
TXN-001063,2025-12-28 16:35:17,USR-070,ACC-007000,$183.57,10.20.0.194,DEV-TRQ-070A,ACC-614663,"Tokyo, Japan"
TXN-001978,2025-12-28 16:50:15,USR-040,ACC-004000,$360.92,192.168.1.134,DEV-FVL-040A,ACC-420015,"New York, USA"
TXN-001255,2025-12-28 16:54:03,USR-135,ACC-013500,$38.25,10.10.0.89,DEV-NIC-135A,ACC-811163,"Berlin, Germany"
TXN-001243,2025-12-28 17:43:13,USR-116,ACC-011600,$257.91,10.0.0.233,DEV-QYH-116A,ACC-823811,"London, UK"
TXN-001122,2025-12-28 18:36:46,USR-009,ACC-000900,$289.80,192.168.2.246,DEV-UKB-009A,ACC-694731,"Sydney, Australia"
TXN-001657,2025-12-28 19:24:21,USR-006,ACC-000600,$305.64,192.168.2.141,DEV-ZWW-006A,ACC-498591,"Sydney, Australia"
TXN-002713,2025-12-28 20:10:35,USR-029,ACC-002900,$264.54,10.20.0.31,DEV-OIG-029A,ACC-802258,"Tokyo, Japan"
TXN-002664,2025-12-28 20:11:57,USR-068,ACC-006800,$242.15,192.168.2.69,DEV-ORI-068A,ACC-618317,"Sydney, Australia"
TXN-001536,2025-12-28 20:18:56,USR-144,ACC-014400,$61.55,192.168.3.96,DEV-BLH-144A,ACC-388016,"Paris, France"
TXN-001316,2025-12-28 20:36:01,USR-028,ACC-002800,$58.40,172.16.0.93,DEV-BWK-028A,ACC-697347,"Toronto, Canada"
TXN-002009,2025-12-28 23:33:35,USR-097,ACC-009700,$180.48,192.168.3.210,DEV-WLN-097A,ACC-579123,"Paris, France"
TXN-001351,2025-12-29 02:20:20,USR-031,ACC-003100,$93.01,192.168.2.119,DEV-DJB-031A,ACC-356150,"Sydney, Australia"
TXN-002728,2025-12-29 05:48:43,USR-029,ACC-002900,$297.39,10.20.0.9,DEV-OIG-029A,ACC-802258,"Tokyo, Japan"
TXN-001982,2025-12-29 07:24:38,USR-033,ACC-003300,$141.08,172.16.0.97,DEV-XTE-033A,ACC-395442,"Toronto, Canada"
TXN-001044,2025-12-29 09:06:49,USR-004,ACC-000400,$56.16,192.168.3.149,DEV-JJI-004A,ACC-377370,"Paris, France"
TXN-001002,2025-12-29 11:25:37,USR-149,ACC-014900,$94.68,10.0.0.141,DEV-OKG-149A,ACC-788457,"London, UK"
TXN-001272,2025-12-29 12:40:58,USR-121,ACC-012100,$102.86,192.168.3.206,DEV-GIE-121A,ACC-154944,"Paris, France"
TXN-001153,2025-12-29 13:03:25,USR-039,ACC-003900,$326.41,192.168.3.110,DEV-KRT-039A,ACC-360222,"Paris, France"
TXN-002180,2025-12-29 13:12:00,USR-123,ACC-012300,$98.54,10.10.0.226,DEV-ZBM-123A,ACC-521126,"Berlin, Germany"
TXN-001753,2025-12-29 14:21:05,USR-098,ACC-009800,$32.98,172.16.0.30,DEV-UGQ-098A,ACC-516791,"Toronto, Canada"
TXN-002111,2025-12-29 14:27:11,USR-095,ACC-009500,$306.81,192.168.2.49,DEV-GJW-095A,ACC-530728,"Sydney, Australia"
TXN-002424,2025-12-29 14:58:17,USR-065,ACC-006500,$119.88,192.168.1.150,DEV-LJN-065A,ACC-457806,"New York, USA"
TXN-002808,2025-12-29 16:13:46,USR-037,ACC-003700,$212.13,192.168.1.155,DEV-FGC-037A,ACC-687080,"New York, USA"
TXN-002349,2025-12-29 16:41:06,USR-021,ACC-002100,$103.25,172.20.0.97,DEV-MKC-021A,ACC-790993,"Singapore, SG"
TXN-001984,2025-12-29 17:31:36,USR-033,ACC-003300,$125.95,172.16.0.16,DEV-XTE-033A,ACC-395442,"Toronto, Canada"
TXN-001952,2025-12-29 17:34:33,USR-007,ACC-000700,$66.06,192.168.3.239,DEV-RSR-007A,ACC-174870,"Paris, France"
TXN-001951,2025-12-29 18:18:04,USR-007,ACC-000700,$132.12,192.168.3.191,DEV-RSR-007A,ACC-174870,"Paris, France"
TXN-002043,2025-12-29 18:20:26,USR-102,ACC-010200,$36.65,172.16.0.226,DEV-CWQ-102A,ACC-352528,"Toronto, Canada"
TXN-001987,2025-12-29 19:18:08,USR-033,ACC-003300,$49.11,172.16.0.15,DEV-XTE-033A,ACC-395442,"Toronto, Canada"
TXN-001328,2025-12-29 20:03:39,USR-053,ACC-005300,$140.69,172.20.0.152,DEV-GQT-053A,ACC-646622,"Singapore, SG"
TXN-001997,2025-12-29 23:23:24,USR-011,ACC-001100,$134.89,10.20.0.216,DEV-ZDM-011A,ACC-892495,"Tokyo, Japan"
TXN-002820,2025-12-30 03:23:07,USR-037,ACC-003700,$197.98,192.168.1.21,DEV-FGC-037A,ACC-687080,"New York, USA"
TXN-001785,2025-12-30 04:08:09,USR-119,ACC-011900,$19.67,192.168.2.81,DEV-TFF-119A,ACC-344316,"Sydney, Australia"
TXN-002227,2025-12-30 05:04:36,USR-079,ACC-007900,$440.66,10.0.0.14,DEV-FFR-079A,ACC-264686,"London, UK"
TXN-002784,2025-12-30 07:45:14,USR-012,ACC-001200,$115.00,10.20.0.198,DEV-KPM-012A,ACC-363626,"Tokyo, Japan"
TXN-002256,2025-12-30 07:59:17,USR-089,ACC-008900,$173.75,172.20.0.10,DEV-TFO-089A,ACC-402020,"Singapore, SG"
TXN-001014,2025-12-30 09:10:49,USR-044,ACC-004400,$143.70,192.168.2.37,DEV-BRI-044A,ACC-429164,"Sydney, Australia"
TXN-002386,2025-12-30 09:21:36,USR-113,ACC-011300,$199.93,192.168.1.73,DEV-YIP-113A,ACC-779112,"New York, USA"
TXN-002648,2025-12-30 09:53:08,USR-020,ACC-002000,$76.67,192.168.1.117,DEV-XWB-020A,ACC-349565,"New York, USA"
TXN-001979,2025-12-30 11:53:40,USR-033,ACC-003300,$125.17,172.16.0.159,DEV-XTE-033A,ACC-395442,"Toronto, Canada"
TXN-002801,2025-12-30 12:03:09,USR-087,ACC-008700,$137.22,10.10.0.224,DEV-KTA-087A,ACC-192337,"Berlin, Germany"
TXN-001096,2025-12-30 18:25:36,USR-133,ACC-013300,$146.20,192.168.2.237,DEV-LEI-133A,ACC-440140,"Sydney, Australia"
TXN-002150,2025-12-30 20:20:10,USR-120,ACC-012000,$127.56,192.168.1.130,DEV-ZZO-120A,ACC-282973,"New York, USA"
TXN-001490,2025-12-30 20:38:04,USR-056,ACC-005600,$307.14,192.168.1.78,DEV-TJA-056A,ACC-468845,"New York, USA"
TXN-002493,2025-12-30 20:42:29,USR-063,ACC-006300,$303.39,10.0.0.242,DEV-EIP-063A,ACC-427110,"London, UK"
TXN-001931,2025-12-30 22:38:31,USR-094,ACC-009400,$274.43,172.20.0.229,DEV-LMI-094A,ACC-899929,"Singapore, SG"
TXN-001383,2025-12-30 23:08:10,USR-018,ACC-001800,$118.36,192.168.2.124,DEV-TRS-018A,ACC-518373,"Sydney, Australia"
TXN-002745,2025-12-30 23:18:25,USR-103,ACC-010300,$124.18,10.10.0.200,DEV-RXM-103A,ACC-401603,"Berlin, Germany"
TXN-002832,2025-12-30 23:18:26,USR-104,ACC-010400,$375.80,192.168.3.149,DEV-HZR-104A,ACC-579027,"Paris, France"
TXN-002079,2025-12-31 00:07:25,USR-041,ACC-004100,$176.70,192.168.2.238,DEV-HBU-041A,ACC-468203,"Sydney, Australia"
TXN-001697,2025-12-31 00:16:01,USR-111,ACC-011100,$338.16,192.168.2.155,DEV-SZZ-111A,ACC-684384,"Sydney, Australia"
TXN-001679,2025-12-31 02:30:36,USR-032,ACC-003200,$284.73,10.10.0.123,DEV-ZRA-032A,ACC-681542,"Berlin, Germany"
TXN-002237,2025-12-31 04:27:02,USR-115,ACC-011500,$226.59,10.20.0.93,DEV-RTY-115A,ACC-539486,"Tokyo, Japan"
TXN-001029,2025-12-31 04:33:38,USR-059,ACC-005900,$24.82,192.168.1.188,DEV-LWE-059A,ACC-372793,"New York, USA"
TXN-001557,2025-12-31 04:38:01,USR-105,ACC-010500,$69.20,172.20.0.241,DEV-JJH-105A,ACC-833247,"Singapore, SG"
TXN-001827,2025-12-31 08:57:02,USR-125,ACC-012500,$152.44,10.20.0.109,DEV-NLP-125A,ACC-203996,"Tokyo, Japan"
TXN-002625,2025-12-31 11:58:39,USR-001,ACC-000100,$41.46,10.0.0.227,DEV-HFT-001A,ACC-809570,"London, UK"
TXN-002452,2025-12-31 11:59:45,USR-005,ACC-000500,$64.51,10.20.0.174,DEV-HQX-005A,ACC-479201,"Tokyo, Japan"
TXN-002656,2025-12-31 12:47:30,USR-020,ACC-002000,$60.65,192.168.1.241,DEV-XWB-020A,ACC-349565,"New York, USA"
TXN-001901,2025-12-31 13:31:14,USR-002,ACC-000200,$40.12,192.168.1.129,DEV-FNA-002A,ACC-308496,"New York, USA"
TXN-001678,2025-12-31 13:39:52,USR-032,ACC-003200,$143.23,10.10.0.112,DEV-ZRA-032A,ACC-681542,"Berlin, Germany"
TXN-002495,2025-12-31 15:05:51,USR-063,ACC-006300,$307.23,10.0.0.142,DEV-EIP-063A,ACC-427110,"London, UK"
TXN-002434,2025-12-31 15:09:22,USR-065,ACC-006500,$184.73,192.168.1.130,DEV-LJN-065A,ACC-457806,"New York, USA"
